"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"G6XKHTFP","journalArticle","2013","Tura, Gurmesa; Fantahun, Mesganaw; Worku, Alemayehu","The effect of health facility delivery on neonatal mortality: systematic review and meta-analysis","BMC pregnancy and childbirth","","","","","","2013","2020-06-11 20:18:22","2020-06-11 20:18:22","","18","","1","13","","","","","","","","","","","","","","","","","Citation Key: tura2013 Publisher: BioMed Central","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAD7ZVBL","journalArticle","2012","Ibrahim, Juliani; Yorifuji, Takashi; Tsuda, Toshihide; Kashima, Saori; Doi, Hiroyuki","Frequency of antenatal care visits and neonatal mortality in indonesia","Journal of Tropical Pediatrics","","","10.1093/tropej/fmr067","http://dx.doi.org/10.1093/tropej/fmr067","","2012","2020-06-11 20:18:22","2020-06-11 20:18:22","","184-188","","3","58","","","","","","","","","","","","","","","","","Citation Key: fmr067 tex.eprint: /oup/backfile/content_public/journal/tropej/58/3/10.1093/tropej/fmr067/2/fmr067.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG69YHFE","journalArticle","2014","Das, Jishnu; Hammer, Jeffrey","Are institutional births institutionalizing deaths","","","","","","","2014","2020-06-11 20:18:22","2020-06-12 06:43:54","","","","","","","","","","","","","","","","","","","","","","Citation Key: das2014institutional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAKYQHQH","journalArticle","1983","Zachariah, KC; Patel, Sulekha","Trends and determinants of infant and child mortality in Kerala","Janasamkhya","","","","","","1983","2020-06-11 20:18:23","2020-06-11 20:18:23","","125–42","","2","1","","","","","","","","","","","","","","","","","Citation Key: zachariah1983trends","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KLN32RLX","journalArticle","1984","Mosley, W Henry; Chen, Lincoln C","An analytical framework for the study of child survival in developing countries","Population and development review","","","","","","1984","2020-06-11 20:18:23","2020-06-11 20:18:23","","25–45","","","10","","","","","","","","","","","","","","","","","Citation Key: mosley1984analytical Publisher: JSTOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MBU5TTI","journalArticle","2010","Rajaratnam, Julie Knoll; Marcus, Jake R; Flaxman, Abraham D; Wang, Haidong; Levin-Rector, Alison; Dwyer, Laura; Costa, Megan; Lopez, Alan D; Murray, Christopher JL","Neonatal, postneonatal, childhood, and under-5 mortality for 187 countries, 1970–2010: a systematic analysis of progress towards Millennium Development Goal 4","The Lancet","","0140-6736","https://doi.org/10.1016/S0140-6736(10)60703-9","http://www.sciencedirect.com/science/article/pii/S0140673610607039","Summary Background Previous assessments have highlighted that less than a quarter of countries are on track to achieve Millennium Development Goal 4 (MDG 4), which calls for a two-thirds reduction in mortality in children younger than 5 years between 1990 and 2015. In view of policy initiatives and investments made since 2000, it is important to see if there is acceleration towards the MDG 4 target. We assessed levels and trends in child mortality for 187 countries from 1970 to 2010. Methods We compiled a database of 16 174 measurements of mortality in children younger than 5 years for 187 countries from 1970 to 2009, by use of data from all available sources, including vital registration systems, summary birth histories in censuses and surveys, and complete birth histories. We used Gaussian process regression to generate estimates of the probability of death between birth and age 5 years. This is the first study that uses Gaussian process regression to estimate child mortality, and this technique has better out-of-sample predictive validity than do previous methods and captures uncertainty caused by sampling and non-sampling error across data types. Neonatal, postneonatal, and childhood mortality was estimated from mortality in children younger than 5 years by use of the 1760 measurements from vital registration systems and complete birth histories that contained specific information about neonatal and postneonatal mortality. Findings Worldwide mortality in children younger than 5 years has dropped from 11·9 million deaths in 1990 to 7·7 million deaths in 2010, consisting of 3·1 million neonatal deaths, 2·3 million postneonatal deaths, and 2·3 million childhood deaths (deaths in children aged 1–4 years). 33·0% of deaths in children younger than 5 years occur in south Asia and 49·6% occur in sub-Saharan Africa, with less than 1% of deaths occurring in high-income countries. Across 21 regions of the world, rates of neonatal, postneonatal, and childhood mortality are declining. The global decline from 1990 to 2010 is 2·1% per year for neonatal mortality, 2·3% for postneonatal mortality, and 2·2% for childhood mortality. In 13 regions of the world, including all regions in sub-Saharan Africa, there is evidence of accelerating declines from 2000 to 2010 compared with 1990 to 2000. Within sub-Saharan Africa, rates of decline have increased by more than 1% in Angola, Botswana, Cameroon, Congo, Democratic Republic of the Congo, Kenya, Lesotho, Liberia, Rwanda, Senegal, Sierra Leone, Swaziland, and The Gambia. Interpretation Robust measurement of mortality in children younger than 5 years shows that accelerating declines are occurring in several low-income countries. These positive developments deserve attention and might need enhanced policy attention and resources. Funding Bill & Melinda Gates Foundation.","2010","2020-06-11 20:18:23","2020-06-11 20:18:23","","1988 - 2008","","9730","375","","","","","","","","","","","","","","","","","Citation Key: RAJARATNAM20101988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"725Y2WFW","journalArticle","1988","Ghosh, Shanti","Causes of infant deaths","Economic and Political Weekly","","","","","Given our headlong rush towards import liberalisation, the following paragraph has its own relevance, and for another reason too: In our river valley and other schemes... we have to obtain from abroad much skilled machinery. This is inevitable and yet l feel that many types of machines can be made in India if we gave thought and energy to this matter. We follow the sheer path of paying dollars and getting them from abroad. We forget that our resources are limited; we forget also how Japan industrialised herself without importing much in the way of big machines. Right from the commencement Japan tried to build her own machine and later succeeded remarkably. Another factor has to be borne in mind. When we have to buy expensive machinery from abroad .or to give contracts, we have to be particularly careful that we get the most for our money and that no opportunity is given for individuals to make private profits out of this big transactions. I say this because instances have come to my notice when such private profit has been alleged. We have, INFANT MORTALITY rate is an excellent indicator of the socio-economic development of a country. This volume of original papers comes at an opportune time and provides a comprehensive review of this vital index for India.' It is commonly believed that the infant mortality rate in India has begun to decline again since 1978 after remaining stable for a decade. The editors argue against this and postulate that infant mortality has, in fact, been declining steadily since 1947, but the pace has been slower prior to 1978. The estimate of census actuaries understand the true level of infant mortality during the 1920s and also the 1940s. The authors point out that SRS crude death rates for 1965-67 were significantly above those estimated by the NSS for 1958-59 for nine of the thirteen states for which both sources provided information. The conclusion drawn is that death rates based on the NSS are underestimated. According to the authors, after an initial rather rapid decline up to 1961, IMR is presumed to have fallen at a slower rate. The pace of decline has accelerated after 1975 because of improved ternal and child health programmes, the mansion of health services and a significant increase in the number of health functionaries. However, they hasten to add that this increase has just about kept pace with the growth of population. Besides, lack of resources, transport and communications limit access to medical care. To this may be added a lack of empathy, inadequate supplies, unsuitable timings, etc Perhaps a combined effect of more therefore, to take particular care in checking this abuse (Volume II, pp 211-12).","1988","2020-06-11 20:18:23","2020-06-11 20:18:23","","","","Issue No. 20","Vol. 23","","","","","","","","","","","","","","","","","Citation Key: shanti Publisher: Economic and Political Weekly Type: Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z83FZ9BD","journalArticle","1985","Visaria, Leela","Infant mortality in india-level, trends and determinants","Economic and Political Weekly","","","","","Infant Mortality in India Level, Trends and Determinants Leela Visaria This paper aims at a critical review of the available data on the level of and trends in infant mortality and of the associated differentials during the last quarter of a century. An attempt is made to identify the gaps in our existing studies where future research efforts may be oriented.","1985-10","2020-06-11 20:18:23","2020-06-11 20:18:23","","","","Issue No. 32","Vol. 20","","","","","","","","","","","","","","","","","Citation Key: leela Publisher: Economic and Political Weekly Type: Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W8VMQN22","book","1988","Visaria, Pravin M; Jain, Anrudh K","Infant mortality in india : Differentials and determinants","","0-8039-9545-8","","","","","1988","2020-06-11 20:18:24","2020-06-11 20:18:24","","","","","","","","","","","","","New Delhi ; Newbury Park, Calif. : Sage Publications","","English","","","","","","","Citation Key: trove Type: Conference proceedings tex.catalogue-url: https://trove.nla.gov.au/work/13184854 tex.contents: Machine derived contents note: Determinants of Infant Mortality in India - Anrudh K Jain and Pravin Visaria – An Overview – Part One: National Perspective – Level, Trends and Determinants of Infant Mortality in India - Leela Visaria – Determinants of Regional Variations in Infant Mortality in Rural India - Anrudh K Jain – Part Two: Lessons From Community Health Projects – Impact of RUHSA's Health and Development Program on Infant Mortality - Rajaratnam Abel – Community Based Studies on Infant Mortality in Haryana - V Kumar and N Datta – Methodological Issues Relating to Reporting and Causation – Correlates of Infant Survival According to Cohort Study in Vadu Rural Health Project - V N Rao and B Coyaji – Part Three: Evidence From Selected States – Infant Mortality in Uttar Pradesh - M E Khan – A Micro Level Study – Correlates of Infant Mortality in Madurai District of Tamil Nadu - S Gunasekaran – Correlates of Infant Mortality in a Rural Area of Tamil Nadu - C Ramanujam – Infant Mortality - M M Gandotra and Narayan Das – An Analysis of Recent Births in Gujarat – Factors Associated with Infant Mortality in Rajasthan and Orissa - Tara Kanitkar and B N Murthy – Infant Mortality - Some Evidence From Rural Madhya Pradesh, India - P P Talwar – Part Four: Unresolved Research Issues – Some Issues in the Selection and Assessment of the Derminants of Infant Mortality - K Srinivasan – A Framework for the Study of Proximate Determinants of Infant Mortality in LDCs - Moni Nag tex.subjects: Infants – Mortality – India – Congresses; Infants – India – Mortality – Congresses; India (Republic). Babies Mortality rate; India (Republic) Babies Mortality rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BX5EHYS5","journalArticle","1988","Jain, Anrudh K; Visaria, Pravin","Infant mortality in India: differentials and determinants.","","","","","","","1988","2020-06-11 20:18:24","2020-06-11 20:18:24","","","","","","","","","","","","","","","","","","","","","","Citation Key: jain1988infant Publisher: Newbury Park California/New Delhi India Sage Publications 1988.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKNL3LQK","journalArticle","2013","Kumar, Kaushalendra; Ram, Faujdar; Singh, Abhishek","Public health spending on infant and child mortality in India during the years 1980–2006","The Lancet","","0140-6736","https://doi.org/10.1016/S0140-6736(13)61330-6","http://www.sciencedirect.com/science/article/pii/S0140673613613306","","2013","2020-06-11 20:18:24","2020-06-11 20:18:24","","S76","","","381","","","","","","","","","","","","","","","","","Citation Key: KUMAR2013S76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FELQHG4T","journalArticle","2003","Chay, Kenneth Y.; Greenstone, Michael","The impact of air pollution on infant mortality: Evidence from geographic variation in pollution shocks induced by a recession","The Quarterly Journal of Economics","","00335533, 15314650","","http://www.jstor.org/stable/25053932","The 1981-1982 recession induced substantial variation across sites in air pollution reductions. This is used to estimate the impact of total suspended particulates (TSPs) on infant mortality. We find that a 1-percent reduction in TSPs results in a 0.35 percent decline in the infant mortality rate at the county level, implying that 2500 fewer infants died from 1980-1982 than would have in the absence of the TSPs reductions. Most of these effects are driven by fewer deaths occurring within one month of birth, suggesting that fetal exposure is a potential pathophysiologic mechanism. The analysis also reveals nonlinear effects of TSPs pollution and greater sensitivity of black infant mortality at the county level. Importantly, the estimates are stable across a variety of specifications.","2003","2020-06-11 20:18:24","2020-06-11 20:18:24","","1121–1167","","3","118","","","","","","","","","","","","","","","","","Citation Key: 10.2307/25053932 Publisher: Oxford University Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2FXEWMYK","journalArticle","2002","Gokhale, Medha K.; Rao, Shobha S.; Garole, Varsha R.","Infant mortality in india: Use of maternal and child health services in relation to literacy status","Journal of Health, Population and Nutrition","","16060997, 20721315","","http://www.jstor.org/stable/23498935","Slow reduction in infant mortality rate in the last couple of decades is a major concern in India. State-level aggregate data from the National Family Health Survey 1992 and micro-level data on rural mothers (n=317) were used for examining the influence of female literacy on reduction of infant mortality through increased use of maternal and child health (MCH) services. Illiteracy of females was strongly associated with all variables relating to maternal care and also with infant mortality rate. States were grouped into best, medium, and worst on the basis of female illiteracy (about 11%, 48.5%, and 75% respectively). Infant mortality rate (per 1,000 livebirths) was significantly (p¡0.01) higher among the worst group (90.99) than that among the medium (64.2) and the best (24.0) groups. Use of maternal health services increased in the worst to become the best groups for tetanus toxoid (from 48.0% to 84.4%), iron and folic acid tablets (36.6% to 76.2 %), hospitalized deliveries (14.2% to 69.7%), and childcare services, such as vaccination (23.8% to 64.9%). Illiteracy of females had a more detrimental impact on rural than on urban areas. In the event of high female illiteracy, male literacy was beneficial for improving the use of services for reducing infant mortality rate. The micro-level study supported all major findings obtained for the national-level aggregate data. Programmes, like providing free education to girls, will yield long-term health benefits.","2002","2020-06-11 20:18:24","2020-06-11 20:18:24","","138–147","","2","20","","","","","","","","","","","","","","","","","Citation Key: 10.2307/23498935 Publisher: icddr,b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PBEZLXX","journalArticle","2013","Mekonnen, Yared; Tensou, Biruk; Telake, Daniel S.; Degefie, Tedbabe; Bekele, Abeba","Neonatal mortality in Ethiopia: trends and determinants","BMC Public Health","","1471-2458","10.1186/1471-2458-13-483","https://doi.org/10.1186/1471-2458-13-483","The Ethiopian neonatal mortality rate constitutes 42% of under-5 deaths. We aimed to examine the trends and determinants of Ethiopian neonatal mortality.","2013-05-17","2020-06-11 20:18:25","2020-06-11 20:18:25","","483","","1","13","","","","","","","","","","","","","","","","","Citation Key: Mekonnen2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KTY252C","journalArticle","2013","Singh, Aditya; Kumar, Abhishek; Kumar, Amit","Determinants of neonatal mortality in rural India, 2007–2008","PeerJ","","","","","","2013","2020-06-11 20:18:25","2020-06-11 20:18:25","","e75","","","1","","","","","","","","","","","","","","","","","Citation Key: singh2013determinants Publisher: PeerJ Inc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLLGN8GM","journalArticle","2009","Subramanian, SV; Ackerson, Leland K; Smith, George Davey; John, Neetu A","Association of maternal height with child mortality, anthropometric failure, and anemia in India","Jama","","","","","","2009","2020-06-11 20:18:25","2020-06-11 20:18:25","","1691–1701","","16","301","","","","","","","","","","","","","","","","","Citation Key: subramanian2009association Publisher: American Medical Association","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QI82BZ54","journalArticle","2003","Rahmathullah, Lakshmi; Tielsch, James M; Thulasiraj, R D; Katz, Joanne; Coles, Christian; Devi, Sheela; John, Rajeesh; Prakash, Karthik; Sadanand, A V; Edwin, N; Kamaraj, C","Impact of supplementing newborn infants with vitamin A on early infant mortality: community based randomised trial in southern India","BMJ: British Medical Journal","","0959-8138","10.1136/bmj.327.7409.254","https://www.bmj.com/content/327/7409/254","Objective To assess the impact of supplementing newborn infants with vitamin A on mortality at age 6 months. Design Community based, randomised, double blind, placebo controlled trial. Setting Two rural districts of Tamil Nadu, southern India. Participants 11 619 newborn infants allocated 24 000 IU oral vitamin A or placebo on days 1 and 2 after delivery. Main outcome measure Primary outcome measure was mortality at age 6 months. Results Infants in the vitamin A group had a 22% reduction in total mortality (95%confidence interval 4% to 37%) compared with those in the placebo group. Vitamin A had an impact on mortality between two weeks and three months after treatment, with no additional impact after three months. Conclusion Supplementing newborn infants with vitamin A can significantly reduce early infant mortality.","2003","2020-06-11 20:18:25","2020-06-11 20:18:25","","254","","7409","327","","BMJ","","","","","","","","","","","","","","","Citation Key: Rahmathullah254 Publisher: BMJ Publishing Group Ltd tex.eprint: https://www.bmj.com/content/327/7409/254.full.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCNCHWIQ","journalArticle","2006","von Ehrenstein, O. S.; Guha Mazumder, D. N.; Hira-Smith, M.; Ghosh, N.; Yuan, Y.; Windham, G.; Ghosh, A.; Haque, R.; Lahiri, S.; Kalman, D.; Das, S.; Smith, A. H.","Pregnancy outcomes, infant mortality, and arsenic in drinking water in west bengal, india","American Journal of Epidemiology","","","10.1093/aje/kwj089","http://dx.doi.org/10.1093/aje/kwj089","","2006","2020-06-11 20:18:26","2020-06-11 20:18:26","","662-669","","7","163","","","","","","","","","","","","","","","","","Citation Key: doi:10.1093/aje/kwj089 tex.eprint: /oup/backfile/content_public/journal/aje/163/7/10.1093/aje/kwj089/2/kwj089.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPREJPK5","journalArticle","1990","Bang, A.T; Bang, R.A; Tale, O; Sontakke, P; Solanki, J; Wargantiwar, R; Kelzarkar, P","Reduction in pneumonia mortality and total childhood mortality by means of community-based intervention trial in Gadchiroli, India","The Lancet","","0140-6736","https://doi.org/10.1016/0140-6736(90)91733-Q","http://www.sciencedirect.com/science/article/pii/014067369091733Q","In a community-based intervention trial to reduce childhood mortality from pneumonia the intervention area included 58 villages (6176 children aged 0-4 years) and the control area 44 villages (3947 children) in Gadchiroli, India. The interventions included mass education about childhood pneumonia and case-management of pneumonia by paramedics, village health workers, and traditional birth attendants (TBAs) who were trained to recognise childhood pneumonia and treat it with co-trimoxazole. Parents sought treatment, and coverage was 76% without active case-detection efforts. The case-fatality rate among the 612 cases treated by health workers was 0·8%, compared with 13·5% in the control area. After a year of intervention pneumoniaspecific childhood mortality was significantly lower in the intervention than in the control area (8·1 vs 17·5 deaths per 1000 children under 5 years); the difference between the areas was greatest in children under 1 year. The differences in infant mortality (89 vs 121 per 1000) and total under-5 mortality (28·5 vs 40·7 per 1000) were highly significant. Mortality from other causes remained similar in the two areas but neonatal mortality due to birth injury and prematurity was significantly lower in the intervention area, presumably owing to the combination of better maternal and neonatal care by the TBAs trained in the project and the availability of treatment for pneumonia. The cost of co-trimoxazole was US 0·025 per child per year (2·64 per child saved).","1990","2020-06-11 20:18:26","2020-06-11 20:18:26","","201 - 206","","8709","336","","","","","","","","","","","","","","","","","Citation Key: BANG1990201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ2HBMDV","journalArticle","1990","Gupta, Monica Das","Death clustering, mothers' education and the determinants of child mortality in rural punjab, india","Population Studies","","","10.1080/0032472031000144866","https://doi.org/10.1080/0032472031000144866","In this paper the behavioural factors which make for continuing high levels of child mortality in rural Punjab, despite favourable conditions in terms of nutrition, income, women's literacy and health care facilities are examined. A major factor is that inadequate attention has been paid to improved health care practices within the home. Women's autonomy, social class, and mothers' education significantly influence child survival. One of the pathways by which mothers' education affects child survival is through improved child care. In this society, a woman's autonomy is lowest during that part of her life-cycle which also contains her peak childbearing years: this perverse overlap raises child mortality. The risk of dying is distributed very unevenly amongst children, as the majority of child deaths are clustered amongst a small proportion of the families. The death-clustering variable remained significant even after several possible biological and socio-economic reasons for clustering had been controlled. It is argued that this clustering of deaths is partly due to the poor basic abilities of some mothers and other carers.","1990","2020-06-11 20:18:26","2020-06-12 08:09:04","","489-505","","3","44","","","","","","","","","","","","","","","","","Citation Key: doi:10.1080/0032472031000144866 Publisher: Routledge tex.eprint: https://doi.org/10.1080/0032472031000144866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVQM7YLJ","journalArticle","2005","Lawn, Joy E; Cousens, Simon; Zupan, Jelka","4 million neonatal deaths: When? Where? Why?","The Lancet","","0140-6736","https://doi.org/10.1016/S0140-6736(05)71048-5","http://www.sciencedirect.com/science/article/pii/S0140673605710485","Summary The proportion of child deaths that occurs in the neonatal period (38% in 2000) is increasing, and the Millennium Development Goal for child survival cannot be met without substantial reductions in neonatal mortality. Every year an estimated 4 million babies die in the first 4 weeks of life (the neonatal period). A similar number are stillborn, and 0·5 million mothers die from pregnancy-related causes. Three-quarters of neonatal deaths happen in the first week—the highest risk of death is on the first day of life. Almost all (99%) neonatal deaths arise in low-income and middle-income countries, yet most epidemiological and other research focuses on the 1% of deaths in rich countries. The highest numbers of neonatal deaths are in south-central Asian countries and the highest rates are generally in sub-Saharan Africa. The countries in these regions (with some exceptions) have made little progress in reducing such deaths in the past 10–15 years. Globally, the main direct causes of neonatal death are estimated to be preterm birth (28%), severe infections (26%), and asphyxia (23%). Neonatal tetanus accounts for a smaller proportion of deaths (7%), but is easily preventable. Low birthweight is an important indirect cause of death. Maternal complications in labour carry a high risk of neonatal death, and poverty is strongly associated with an increased risk. Preventing deaths in newborn babies has not been a focus of child survival or safe motherhood programmes. While we neglect these challenges, 450 newborn children die every hour, mainly from preventable causes, which is unconscionable in the 21st century. Published online March 3, 2005 http://image.thelancet.com/extras/05art1073web.pdf","2005","2020-06-11 20:18:26","2020-06-11 20:18:26","","891 - 900","","9462","365","","","","","","","","","","","","","","","","","Citation Key: LAWN2005891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPPP94MB","journalArticle","2017","Naline, G.; Viswanathan, Brinda","Predictors of age-specific childhood mortality in india","","","","","http://www.mse.ac.in/wp-content/uploads/2018/04/Working-167-.pdf","","2017","2020-06-11 20:18:26","2020-06-11 20:18:26","","","","","","","","","","","","","","","","","","","","","","Citation Key: wpimp Publisher: Madras School of Economics tex.referencetype: workingpaper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3R325QF8","report","2012","NIMS, ICMR; UNICEF","Infant and child mortality in india: Levels, trends and determinants","","","","","http://unicef.in/CkEditor/ck_Uploaded_Images/img_1365.pdf","","2012","2020-06-11 20:18:27","2020-06-12 08:10:14","","","","","","","","","","","","","National Institute of Medical Statistics (NIMS), Indian Council of Medical Research (ICMR), and UNICEF India Country Office, New Delhi, India","","","","","","","","","Citation Key: uniceflevel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDKI8TU3","journalArticle","2010","Bhalotra, Sonia; Valente, Christine; Van Soest, Arthur","The puzzle of Muslim advantage in child survival in India","Journal of Health Economics","","","","","","2010","2020-06-11 20:18:27","2020-06-11 20:18:27","","191–204","","2","29","","","","","","","","","","","","","","","","","Citation Key: bhalotra2010puzzle Publisher: Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4JVDBNE","journalArticle","2014","Geruso, Michael; Spears, Dean","Sanitation and health externalities: Resolving the Muslim mortality paradox","","","","","","","2014","2020-06-11 20:18:27","2020-06-11 20:18:27","","","","","","","","","","","","","","","","","","","","","","Citation Key: geruso2014sanitation Publisher: Citeseer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4B8DLXZ4","journalArticle","2006","Barford, Anna; Dorling, Danny; Smith, George Davey; Shaw, Mary","Life expectancy: women now on top everywhere","BMJ: British Medical Journal","","0959-8138","10.1136/bmj.332.7545.808","https://www.bmj.com/content/332/7545/808","","2006","2020-06-11 20:18:27","2020-06-11 20:18:27","","808","","7545","332","","BMJ","","","","","","","","","","","","","","","Citation Key: Barford808 Publisher: BMJ Publishing Group Ltd tex.eprint: https://www.bmj.com/content/332/7545/808.full.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BC5G9IHE","journalArticle","","Duggal, Ravi","Health planning in india","","","","","","","","2020-06-11 20:18:27","2020-06-11 20:18:27","","","","","","","","","","","","","","","","","","","","","","Citation Key: duggal2002health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJRSRECY","journalArticle","2018","Modak, Tapas Singh","From Public to Private Irrigation: Implications for Equity in Access to Water","Review of Agrarian Studies","","","","http://www.ras.org.in/from_public_to_private_irrigation","","2018","2020-06-12 06:47:31","2020-06-12 06:51:37","2020-06-12 06:47:31","","","1","8","","","","","","","","","","","","","","","","","","","/home/ankur/bibliobase/phd/irrigation/modak_2018_from_public_to_private_irrigation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A33QW2NN","book","1949","Namboodiripad, E. M.S.; Communist Party of India","On the agrarian question in India","","","","","","","1949","2020-06-12 07:47:17","2020-06-12 07:50:42","","","","","","","","","","","","","People's Publishing House","Bombay","","","","","","","","","","/home/ankur/bibliobase/phd/agrarian_structure/namboodiripad_communist_party_of_india_1949_on_the_agrarian_question_in_india.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KBUZLK7","book","2011","Patnaik, Utsa; Moyo, Sam","The Agrarian Question in the Neoliberal Era: Primitive Accumulation and the Peasantry","","978-0-85749-038-4 978-9987-9418-1-0 978-0-85749-039-1 978-0-85749-040-7 978-0-85749-041-4","","","","","2011","2020-06-12 07:55:42","2020-06-12 07:57:17","","","","","","","","","","","","","Pambazuka Press","","","","","","","","","","","/home/ankur/bibliobase/phd/agrarian_structure/patnaik_moyo_2011_the_agrarian_question_in_the_neoliberal_era.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSS4RC46","journalArticle","2004","Patnaik, Utsa","The republic of hunger","Social Scientist","","09700293","","http://www.jstor.org/stable/3518206","","2004","2020-06-12 08:04:39","2020-06-12 08:04:53","","9–35","","9/10","32","","","","","","","","","","","","","","","","","Publisher: Social Scientist","","/home/ankur/bibliobase/books/patnaik_2004_the_republic_of_hunger.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6PS5DRR","conferencePaper","2017","Dhawan, Vibha","Water and agriculture in India","","","","","","","2017","2020-06-12 08:15:55","2020-06-12 08:16:04","","","","","","","","","","","","","","","","","","","","","","Citation Key: dhawan2017water","","/home/ankur/bibliobase/phd/irrigation/dhawan_2017_water_and_agriculture_in_india.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
